Date,Open,High,Low,Close,Adj Close,Volume
2017-10-20,52800.000000,54100.000000,52800.000000,53840.000000,18531.080078,8027050
2017-10-23,54600.000000,54640.000000,54000.000000,54300.000000,18689.406250,8311050
2017-10-24,54700.000000,54780.000000,54040.000000,54040.000000,18599.916016,5806050
2017-10-25,54040.000000,54420.000000,53700.000000,53900.000000,18551.730469,5882850
2017-10-26,53720.000000,53900.000000,52400.000000,52400.000000,18035.447266,9776550
2017-10-27,52400.000000,53320.000000,52140.000000,53080.000000,18269.498047,7392500
2017-10-30,53780.000000,54320.000000,53700.000000,54040.000000,18599.916016,8196150
2017-10-31,54060.000000,55440.000000,53500.000000,55080.000000,18957.871094,13381550
2017-11-01,57500.000000,57500.000000,56180.000000,57220.000000,19694.433594,14510250
2017-11-02,57500.000000,57520.000000,56760.000000,57060.000000,19639.365234,10721050
2017-11-03,57060.000000,57140.000000,55860.000000,56380.000000,19405.316406,9935800
2017-11-06,56380.000000,56500.000000,55340.000000,56380.000000,19405.316406,9000950
2017-11-07,56380.000000,56920.000000,55860.000000,56100.000000,19308.943359,7464550
2017-11-08,56100.000000,57060.000000,55860.000000,56760.000000,19536.107422,8520200
2017-11-09,56920.000000,56920.000000,55900.000000,56340.000000,19391.548828,11994050
2017-11-10,55800.000000,56540.000000,55780.000000,56400.000000,19412.201172,6748800
2017-11-13,56400.000000,56800.000000,56100.000000,56380.000000,19405.316406,8806650
2017-11-14,56380.000000,56740.000000,55920.000000,55920.000000,19246.990234,6725000
2017-11-15,55920.000000,56320.000000,55320.000000,55340.000000,19047.361328,8816950
2017-11-16,null,null,null,null,null,null
2017-11-17,56400.000000,56880.000000,55820.000000,55820.000000,19212.572266,10733150
2017-11-20,55900.000000,55980.000000,55200.000000,55200.000000,18999.175781,9472750
2017-11-21,55400.000000,55840.000000,55280.000000,55280.000000,19026.710938,10324700
2017-11-22,55980.000000,56200.000000,55620.000000,55960.000000,19260.757813,7952950
2017-11-23,null,null,null,null,null,null
2017-11-24,55300.000000,55500.000000,55180.000000,55460.000000,19088.662109,4536200
2017-11-27,55360.000000,55360.000000,52640.000000,52640.000000,18118.052734,18128900
2017-11-28,52700.000000,53280.000000,51720.000000,53280.000000,18338.333984,13499400
2017-11-29,53200.000000,53240.000000,52500.000000,52600.000000,18104.287109,9590250
2017-11-30,50800.000000,51860.000000,50200.000000,50800.000000,17484.748047,29634150
2017-12-01,50800.000000,51780.000000,50800.000000,50840.000000,17498.515625,12868600
2017-12-04,50840.000000,51340.000000,50020.000000,51340.000000,17670.611328,14865050
2017-12-05,50600.000000,51300.000000,50280.000000,51260.000000,17643.074219,9326550
2017-12-06,51260.000000,51560.000000,50020.000000,50020.000000,17216.283203,10889200
2017-12-07,50040.000000,50980.000000,50020.000000,50740.000000,17464.097656,11065600
2017-12-08,51360.000000,52000.000000,51040.000000,52000.000000,17897.773438,11290450
2017-12-11,52000.000000,52040.000000,51500.000000,51780.000000,17822.052734,8125850
2017-12-12,51820.000000,52100.000000,51660.000000,52100.000000,17932.193359,8765050
2017-12-13,52100.000000,52100.000000,51100.000000,51320.000000,17663.726563,11333700
2017-12-14,51320.000000,52280.000000,51060.000000,51060.000000,17574.236328,20310400
2017-12-15,51240.000000,51480.000000,50520.000000,50620.000000,17422.794922,14928550
2017-12-18,50620.000000,51240.000000,50620.000000,51200.000000,17622.421875,7350250
2017-12-19,51540.000000,52080.000000,51520.000000,51560.000000,17746.332031,11978600
2017-12-21,51000.000000,51060.000000,49100.000000,49140.000000,16913.396484,15624300
2017-12-22,49400.000000,49960.000000,49240.000000,49700.000000,17106.140625,11199650
2017-12-26,49760.000000,50100.000000,48200.000000,48200.000000,16589.859375,16039850
2017-12-27,48960.000000,49560.000000,48460.000000,49360.000000,30669.494141,10743600
2017-12-28,49560.000000,50960.000000,49500.000000,50960.000000,31663.640625,8985450
2018-01-02,null,null,null,null,null,null
2018-01-03,52540.000000,52560.000000,51420.000000,51620.000000,32073.728516,10013500
2018-01-04,52120.000000,52180.000000,50640.000000,51080.000000,31738.205078,11695450
2018-01-05,51300.000000,52120.000000,51200.000000,52120.000000,32384.400391,9481150
2018-01-08,52400.000000,52520.000000,51500.000000,52020.000000,32322.263672,8383650
2018-01-09,51460.000000,51720.000000,49980.000000,50400.000000,31315.691406,18013600
2018-01-10,50500.000000,50520.000000,48640.000000,48840.000000,30346.394531,18566800
2018-01-11,48200.000000,49260.000000,48020.000000,48240.000000,29973.589844,25123800
2018-01-12,48240.000000,48480.000000,46760.000000,48200.000000,29948.732422,27270450
2018-01-15,48800.000000,48980.000000,47920.000000,48540.000000,30159.992188,10096000
2018-01-16,48760.000000,50140.000000,48620.000000,50000.000000,31067.154297,20389650
2018-01-17,50020.000000,50020.000000,49060.000000,49620.000000,30831.041016,11053050
2018-01-18,50020.000000,50640.000000,49820.000000,49900.000000,31005.017578,14848850
2018-01-19,50380.000000,50380.000000,49040.000000,49320.000000,30644.640625,9219950
2018-01-22,48640.000000,48680.000000,47960.000000,48240.000000,29973.589844,12520900
2018-01-23,48660.000000,49160.000000,48300.000000,49160.000000,30545.224609,13532700
2018-01-24,48860.000000,49700.000000,48560.000000,49340.000000,30657.066406,9550500
2018-01-25,49220.000000,50360.000000,49160.000000,50260.000000,31228.701172,11160350
2018-01-26,50500.000000,50780.000000,49840.000000,50780.000000,31551.798828,10350100
2018-01-29,51200.000000,51480.000000,50900.000000,51220.000000,31825.193359,11838800
2018-01-30,50440.000000,50640.000000,49780.000000,49800.000000,30942.882813,12284550
2018-01-31,50020.000000,54140.000000,49600.000000,49900.000000,31005.017578,64681300
2018-02-01,50620.000000,50960.000000,49720.000000,49820.000000,30955.312500,27609450
2018-02-02,49380.000000,49400.000000,47700.000000,47700.000000,29638.062500,29260350
2018-02-05,46500.000000,48320.000000,46000.000000,47920.000000,29774.759766,28357900
2018-02-06,46600.000000,47920.000000,46580.000000,47420.000000,29464.087891,19406450
2018-02-07,48240.000000,48260.000000,45800.000000,45800.000000,28457.511719,23448050
2018-02-08,46120.000000,46620.000000,45980.000000,46000.000000,28581.779297,23251050
2018-02-09,44440.000000,45180.000000,44420.000000,44700.000000,27774.033203,17465000
2018-02-12,45100.000000,46320.000000,45040.000000,45720.000000,28407.804688,15754950
2018-02-13,46200.000000,48060.000000,46200.000000,47540.000000,29538.646484,18923250
2018-02-14,48080.000000,49100.000000,47940.000000,49000.000000,30445.810547,18905900
2018-02-19,49800.000000,49800.000000,47860.000000,48380.000000,30060.576172,15353450
2018-02-20,48040.000000,48160.000000,47220.000000,47400.000000,29451.660156,10122600
2018-02-21,47280.000000,47580.000000,46840.000000,47280.000000,29377.097656,12880200
2018-02-22,47260.000000,47260.000000,46760.000000,46760.000000,29054.001953,8869950
2018-02-23,46760.000000,47800.000000,46760.000000,47220.000000,29339.820313,12423300
2018-02-26,47280.000000,47560.000000,47080.000000,47380.000000,29439.232422,9560650
2018-02-27,48360.000000,48380.000000,47380.000000,47380.000000,29439.232422,9830550
2018-02-28,47380.000000,48100.000000,47000.000000,47060.000000,29240.404297,15162350
2018-03-02,46580.000000,46800.000000,46000.000000,46020.000000,28594.207031,13265500
2018-03-05,45820.000000,46160.000000,45080.000000,45200.000000,28084.707031,14100950
2018-03-06,45920.000000,47100.000000,45820.000000,47020.000000,29215.550781,15423350
2018-03-07,48200.000000,48900.000000,47220.000000,48620.000000,30209.701172,21427050
2018-03-08,49200.000000,49480.000000,48080.000000,49200.000000,30570.078125,19463650
2018-03-09,49440.000000,50540.000000,49240.000000,49740.000000,30905.601563,14304400
2018-03-12,50560.000000,50780.000000,49580.000000,49740.000000,30905.601563,8688950
2018-03-13,50760.000000,51660.000000,50360.000000,51660.000000,32098.582031,20098700
2018-03-14,51020.000000,52000.000000,51000.000000,51760.000000,32160.716797,12713250
2018-03-15,52000.000000,52020.000000,51020.000000,51540.000000,32024.019531,8882450
2018-03-16,51220.000000,51420.000000,50240.000000,51140.000000,31775.482422,12184900
2018-03-19,50620.000000,51340.000000,50440.000000,50740.000000,31526.947266,8218850
2018-03-20,50700.000000,51200.000000,50100.000000,51200.000000,31812.765625,8193250
2018-03-21,51780.000000,51780.000000,51060.000000,51060.000000,31725.777344,8905200
2018-03-22,51060.000000,51780.000000,51040.000000,51780.000000,32173.144531,8454100
2018-03-23,50340.000000,50720.000000,49600.000000,49720.000000,30893.175781,14854950
2018-03-26,49420.000000,50280.000000,49040.000000,50280.000000,31241.128906,10057750
2018-03-27,50320.000000,50460.000000,49080.000000,49980.000000,31054.726563,11874000
2018-03-28,49100.000000,49100.000000,48340.000000,48700.000000,30259.406250,15159450
2018-03-29,48700.000000,49560.000000,48320.000000,49040.000000,47868.425781,10067000
2018-03-30,49080.000000,49900.000000,49080.000000,49220.000000,48044.128906,7777100
2018-04-02,49000.000000,49220.000000,48500.000000,48540.000000,47380.375000,7115650
2018-04-03,47880.000000,48140.000000,47280.000000,48120.000000,46970.406250,12768250
2018-04-04,48160.000000,48260.000000,46920.000000,46920.000000,45799.074219,12384200
2018-04-05,47400.000000,49380.000000,47340.000000,48740.000000,47575.593750,13245600
2018-04-06,48000.000000,48580.000000,47400.000000,48400.000000,47243.718750,12532700
2018-04-09,48260.000000,49440.000000,48200.000000,49200.000000,48024.605469,9950400
2018-04-10,48540.000000,49220.000000,48040.000000,48880.000000,47712.253906,10984350
2018-04-11,49900.000000,49900.000000,48600.000000,48860.000000,47692.730469,10051100
2018-04-12,49440.000000,49440.000000,48880.000000,49000.000000,47829.386719,12466250
2018-04-13,49600.000000,50180.000000,49400.000000,49800.000000,48610.269531,10278300
2018-04-16,50320.000000,50600.000000,49860.000000,50340.000000,49137.371094,7877450
2018-04-17,50240.000000,50540.000000,49820.000000,49980.000000,48785.972656,7772000
2018-04-18,51000.000000,51360.000000,50580.000000,51360.000000,50133.000000,13462600
2018-04-19,52000.000000,52980.000000,51540.000000,52780.000000,51519.078125,17190550
2018-04-20,51800.000000,52260.000000,51420.000000,51620.000000,50386.792969,11761000
2018-04-23,51000.000000,52080.000000,51000.000000,51900.000000,50660.105469,11619000
2018-04-24,51840.000000,51860.000000,50080.000000,50460.000000,49254.503906,15770300
2018-04-25,49220.000000,50500.000000,49220.000000,50400.000000,49195.941406,16614600
2018-04-26,50420.000000,52160.000000,50400.000000,52140.000000,50894.371094,18046550
2018-04-27,53380.000000,53640.000000,52440.000000,53000.000000,51733.824219,30310800
2018-04-30,53000.000000,53000.000000,53000.000000,53000.000000,51733.824219,0
2018-05-02,53000.000000,53000.000000,53000.000000,53000.000000,51733.824219,0
2018-05-03,53000.000000,53000.000000,53000.000000,53000.000000,51733.824219,0
2018-05-04,53000.000000,53900.000000,51800.000000,51900.000000,50660.105469,39565391
2018-05-08,52600.000000,53200.000000,51900.000000,52600.000000,51343.382813,23104720
2018-05-09,52600.000000,52800.000000,50900.000000,50900.000000,49683.992188,16128305
2018-05-10,51700.000000,51700.000000,50600.000000,51600.000000,50367.269531,13905263
2018-05-11,52000.000000,52200.000000,51200.000000,51300.000000,50074.437500,10314997
2018-05-14,51000.000000,51100.000000,49900.000000,50100.000000,48903.105469,14909272
2018-05-15,50200.000000,50400.000000,49100.000000,49200.000000,48024.605469,18709146
2018-05-16,49200.000000,50200.000000,49150.000000,49850.000000,48659.078125,15918683
2018-05-17,50300.000000,50500.000000,49400.000000,49400.000000,48219.828125,10365440
2018-05-18,49900.000000,49900.000000,49350.000000,49500.000000,48317.437500,6706570
2018-05-21,49650.000000,50200.000000,49100.000000,50000.000000,48805.496094,9020998
2018-05-23,50600.000000,52000.000000,50400.000000,51800.000000,50562.492188,17095490
2018-05-24,52000.000000,52000.000000,51100.000000,51400.000000,50172.050781,8289275
2018-05-25,51000.000000,52800.000000,50800.000000,52700.000000,51440.992188,15207266
2018-05-28,52500.000000,53000.000000,52000.000000,52300.000000,51050.546875,9787820
2018-05-29,52200.000000,52500.000000,51300.000000,51300.000000,50074.437500,8480437
2018-05-30,51300.000000,51500.000000,49100.000000,49500.000000,48317.437500,20498098
2018-05-31,50400.000000,50800.000000,49850.000000,50700.000000,49488.773438,63491109
2018-06-01,50500.000000,51700.000000,49950.000000,51300.000000,50074.437500,13038499
2018-06-04,50800.000000,51200.000000,50700.000000,51100.000000,49879.214844,9767171
2018-06-05,51100.000000,51400.000000,50400.000000,51300.000000,50074.437500,9144100
2018-06-07,51800.000000,51800.000000,50500.000000,50600.000000,49391.160156,13590016
2018-06-08,50200.000000,50400.000000,49600.000000,49650.000000,48463.859375,16951706
2018-06-11,49750.000000,50300.000000,49350.000000,49900.000000,48707.882813,10571312
2018-06-12,49700.000000,49800.000000,49250.000000,49400.000000,48219.828125,12110569
2018-06-14,49000.000000,49000.000000,48200.000000,48200.000000,47048.492188,20971729
2018-06-15,48500.000000,48700.000000,47650.000000,47650.000000,46511.636719,17080892
2018-06-18,47600.000000,47650.000000,46200.000000,46600.000000,45486.718750,16661870
